iterations,run0
0,10.137114011906183
163840,22.150886057098337
327680,37.54937955744798
491520,-46.25311870368514
655360,2.510709444059508
819200,78.1193147160691
983040,151.6204119722254
1146880,218.3534350861494
1310720,261.85504150924794
1474560,297.64696261099044
1638400,321.5552238973171
1802240,342.0961242023893
1966080,364.09624505690215
2129920,363.4863436201027
2293760,385.82200184904536
2457600,388.40380240103383
2621440,421.42814691832393
2785280,408.6949653613532
2949120,396.26557073004824
3112960,403.37255985894785
3276800,415.2650732451483
3440640,425.998620678335
3604480,434.952085339948
3768320,443.76563374731876
3932160,442.4267568302874
4096000,457.55599622619394
4259840,430.1876890327991
4423680,438.6933127996263
4587520,433.24547557364076
4751360,444.352997787155
4915200,449.1536562322121
5079040,446.7980183208455
5242880,460.40193791830046
5406720,453.4160629034463
5570560,457.7796150698624
5734400,466.4709004128027
5898240,467.19193719593045
6062080,466.70699922216005
6225920,484.55647232026416
6389760,479.5031006941243
6553600,450.7633063233192
6717440,471.7878936030111
6881280,481.3645202295064
7045120,480.70234768113426
7208960,464.9978996301364
7372800,481.802962086249
7536640,479.3024243494299
7700480,492.80888320716684
7864320,471.7567122553799
8028160,486.84474220440904
8192000,479.87277320891457
8355840,499.971087524298
8519680,470.6901319667453
8683520,460.1380955260805
8847360,492.0271839682262
9011200,478.28791027320074
9175040,472.8697585060673
9338880,493.8358101764598
9502720,468.3679213067377
9666560,457.7528187222649
9830400,469.97511458874027
9994240,489.69330287690644
10158080,495.94506391071235
10321920,474.240337610096
10485760,494.79951941920115
10649600,478.08638883043756
10813440,455.77563577180615
10977280,485.28880215993445
11141120,475.23832613591657
11304960,458.055751989308
11468800,500.05657123794447
11632640,479.18711818904313
11796480,484.57402026911507
11960320,492.1099787081605
12124160,489.4688974104795
12288000,462.8261004449669
12451840,486.6992482879865
12615680,467.27310331476116
12779520,500.33903290997694
12943360,490.7965831618456
13107200,468.632954485983
13271040,476.1897826064872
13434880,473.3702349649508
13598720,511.4868487759739
13762560,489.1951992446997
13926400,490.408227547555
14090240,450.56072021063056
14254080,495.26040960506526
14417920,479.88373048851645
14581760,485.19600762920203
14745600,489.74077118691514
14909440,483.1824700919094
15073280,478.0190174313596
15237120,494.81195023170966
15400960,466.0146442522816
15564800,459.58768298461024
15728640,494.58328176802667
15892480,494.61854806030595
16056320,489.6827873633098
16220160,487.65018960853183
16384000,480.1174029240148
