iterations,run0
0,2.363695530028489e-06
163840,9.092717500318293e-06
327680,0.33233680613249744
491520,9.782996833465962
655360,5.188532039144024
819200,17.20897835773372
983040,39.72981336568944
1146880,28.37061631365996
1310720,53.927034839772894
1474560,55.408765701001464
1638400,58.26626485577319
1802240,61.943677506681986
1966080,77.83709665891031
2129920,77.85387302888363
2293760,87.63153049765882
2457600,68.19755976952023
2621440,93.82659685946507
2785280,83.87099321486895
2949120,92.77470127538946
3112960,92.16218026355612
3276800,87.40175545314447
3440640,96.08884568108698
3604480,104.39353271843096
3768320,103.2703972932205
3932160,96.48304187391551
4096000,112.99018248152969
4259840,91.53040139749841
4423680,108.94676968149462
4587520,95.21095181200202
4751360,89.03487922090355
4915200,105.72361672707633
5079040,97.33024108424493
5242880,109.92035996457273
5406720,123.48401598220264
5570560,92.96169838407475
5734400,132.68471373397367
5898240,125.8156830682289
6062080,112.69968343435559
6225920,127.74415553758006
6389760,127.88361387675486
6553600,111.97838777484486
6717440,117.9279026611712
6881280,128.35558978447705
7045120,128.869547191328
7208960,124.50932509482841
7372800,138.17579206964274
7536640,133.4569290385542
7700480,152.0621723186323
7864320,138.4453186339843
8028160,124.69873707011634
8192000,135.34571957329794
8355840,167.7302100537222
8519680,138.213853026174
8683520,142.49523449029124
8847360,147.55547617967923
9011200,143.45715097329145
9175040,147.83784616512972
9338880,145.59998078917758
9502720,126.80227994398265
9666560,129.75479674577852
9830400,142.58693204663697
9994240,137.0419531275646
10158080,134.8915424773117
10321920,123.03000805512184
10485760,168.70744709814068
10649600,154.41776639538756
10813440,131.07783606922513
10977280,155.01693942617143
11141120,149.92625721663134
11304960,130.58641761162875
11468800,154.67641265695016
11632640,156.0900631049653
11796480,143.9581109099931
11960320,164.23296491469472
12124160,151.70713810646743
12288000,130.32655114862425
12451840,171.78533279685976
12615680,149.66231797054004
12779520,150.15826421997966
12943360,151.0692914526291
13107200,138.6677251468208
13271040,131.03543534322412
13434880,134.13139270331652
13598720,171.12922031120985
13762560,151.9300679563635
13926400,147.05214974098587
14090240,144.56615087116344
14254080,143.2877314787358
14417920,156.71124749140122
14581760,151.81114650857225
14745600,159.58041278954877
14909440,159.82734749299408
15073280,149.97906371266265
15237120,157.89397633439378
15400960,148.27128734591443
15564800,148.97850460123564
15728640,168.60936051233006
15892480,150.7599000544052
16056320,150.26396309862213
16220160,156.02074701210339
16384000,159.56880643204903
