iterations,run0
0,9.601141826720921
163840,22.88407671835181
327680,11.646569734587585
491520,-46.77820924460333
655360,-75.02893334328797
819200,46.18568930624602
983040,68.17333346676504
1146880,124.3257219119985
1310720,149.62544536475605
1474560,230.27796172773367
1638400,269.1564700772267
1802240,279.9473657136198
1966080,296.67699018065974
2129920,331.09083393405234
2293760,341.3565453506298
2457600,349.3008281903731
2621440,374.602686814306
2785280,345.04580314160927
2949120,353.03106384026773
3112960,393.111673329035
3276800,363.5177382236231
3440640,374.23796951877944
3604480,366.6768373432749
3768320,388.3132513128299
3932160,408.7280729536609
4096000,395.07991670188227
4259840,403.6797699861242
4423680,394.617621091543
4587520,399.4484724896032
4751360,403.42795178144354
4915200,431.99279589238427
5079040,434.0041401213444
5242880,433.2899723968916
5406720,422.82292377424017
5570560,433.0306545761189
5734400,436.33721098299077
5898240,450.12760253389314
6062080,400.8790354705404
6225920,419.20679149516127
6389760,421.71847582912636
6553600,398.11003495573755
6717440,411.8427209327268
6881280,428.9993699402878
7045120,444.6159414670652
7208960,443.8805581397456
7372800,421.125864432155
7536640,421.6215557178681
7700480,441.9900045440277
7864320,427.06263683057625
8028160,421.80981624546087
8192000,430.8461888638383
8355840,443.75006690143897
8519680,426.12112209141935
8683520,419.02275424354326
8847360,424.14804687541687
9011200,445.06152611089203
9175040,444.20385356224557
9338880,430.10536458363237
9502720,431.5428204466678
9666560,435.2829362693127
9830400,421.93731876794993
9994240,414.9856648211534
10158080,438.51011098647894
10321920,448.7655157721901
10485760,456.40443731168506
10649600,424.2421854021897
10813440,447.1370722843169
10977280,444.0623088210186
11141120,429.34522043906424
11304960,438.46163180527856
11468800,431.1968865859984
11632640,458.60050861908144
11796480,444.6440868362826
11960320,452.70962595088804
12124160,438.32263453789886
12288000,442.4686556578221
12451840,434.9472143109393
12615680,415.79127967274763
12779520,433.4477697380657
12943360,429.3057611809832
13107200,433.6107042894368
13271040,408.24727815298473
13434880,423.78505332682295
13598720,447.5427974465287
13762560,419.09787878869855
13926400,439.4697366169593
14090240,425.8850767709297
14254080,436.3159422167651
14417920,448.12047898744134
14581760,422.7658662616153
14745600,435.7890696169366
14909440,416.21461689491747
15073280,450.3339072405008
15237120,426.66609325085034
15400960,423.54478267444387
15564800,437.7932805144853
15728640,434.48466644095515
15892480,442.9682232160315
16056320,465.5640496016448
16220160,429.69191853534846
16384000,434.1826219573132
