timesteps,run0
0,-306.5219300427801
163840,-38.775966648034945
327680,71.28901023641134
491520,94.66315505623739
655360,102.07066457499404
819200,132.20050203753505
983040,133.9590037096737
1146880,161.3681312041583
1310720,184.69647648513512
1474560,187.35419409276167
1638400,204.17804628426364
1802240,210.5001920617935
1966080,198.90328604711152
2129920,220.78405154179515
2293760,224.7970343143989
2457600,285.0816006445413
2621440,223.77812455075903
2785280,250.71747977457923
2949120,244.52953997930624
3112960,248.56197156795093
3276800,288.8419110401719
3440640,268.6756711414081
3604480,239.2865203920567
3768320,258.3388898548296
3932160,276.8524264458009
4096000,293.04422836236915
4259840,297.51783715236854
4423680,263.8513289486227
4587520,335.8441121385665
4751360,265.5727786521951
4915200,225.08575937184517
5079040,302.2498481354322
5242880,326.36104140428176
5406720,298.2033160773252
5570560,305.85559909771126
5734400,287.359593293217
5898240,292.947216663625
6062080,226.00151067202881
6225920,323.49588453209833
6389760,306.2697074041227
6553600,364.8165210691878
6717440,286.40357403223345
6881280,312.1972935046339
7045120,312.22396750788596
7208960,267.12091135415704
7372800,304.275453343168
7536640,251.41788581178636
7700480,342.49239698165485
7864320,296.9185658182276
8028160,349.73580779513196
8192000,318.9651991379503
8355840,289.1633700516716
8519680,353.31977143597516
8683520,261.9601853256851
8847360,310.93473035730324
9011200,283.51155662308065
9175040,336.813752932578
9338880,317.4505874185696
9502720,332.47259730816444
9666560,289.5174466479449
9830400,300.8844860849792
9994240,295.54628968573735
10158080,306.75946761528974
10321920,314.1516252551018
10485760,326.2675691060421
10649600,311.92128736163164
10813440,290.7288533841528
10977280,316.4189733172024
11141120,316.62002742970054
11304960,301.9891253964955
11468800,273.9157265812399
11632640,288.51543377396024
11796480,303.52597954940194
11960320,310.8335430838006
12124160,353.8012798912509
12288000,242.09836572362
12451840,302.7224526284497
12615680,307.92104459042844
12779520,282.98870765596126
12943360,287.87626238275726
13107200,308.06246973849295
13271040,335.04897823057496
13434880,313.8936056012888
13598720,327.8731052885523
13762560,275.97431028288855
13926400,311.40913219042625
14090240,315.27209140556636
14254080,287.4327589927454
14417920,317.13475209511336
14581760,323.9040379137543
14745600,284.9819941128575
14909440,369.35071951476243
15073280,321.0033138299039
15237120,308.8794857069341
15400960,330.37687804129166
15564800,283.1162363944122
15728640,321.69146333465517
15892480,325.82399913526115
16056320,317.4914924018182
16220160,368.84641886024036
16384000,378.1517323263827
