timesteps,run0
0,-7981.718052237959
327680,-5102.869555087372
655360,-4489.701997040499
983040,-4368.9176062409115
1310720,-4187.082369924798
1638400,-4380.57315780797
1966080,-4218.023842860972
2293760,-4272.572198976395
2621440,-4328.873744656852
2949120,-4233.478657798358
3276800,-4084.014809901446
3604480,-676.4740033675088
3932160,292.0933439035463
4259840,921.0723583100862
4587520,1241.8138206203273
4915200,1519.5730637684017
5242880,1705.9373677742597
5570560,1670.522050571459
5898240,1968.149211802239
6225920,2214.0306425819686
6553600,2196.3216823552098
6881280,2703.0001966110885
7208960,2370.5989811753657
7536640,2671.6676418967386
7864320,2713.5235201262103
8192000,2794.374420618321
8519680,2783.0560052114183
8847360,2932.0027283356076
9175040,3124.3117676611605
9502720,3037.9873941373794
9830400,3323.9207792958164
10158080,3509.6721871906548
10485760,3513.9868330840054
10813440,3227.344202647449
11141120,3375.7636564162676
11468800,3268.4454565007804
11796480,3508.878956798736
12124160,4112.775032110717
12451840,3678.2473791165453
12779520,3654.8857699854793
13107200,3762.7576122075916
13434880,4104.9644245374375
13762560,3727.9786417898017
14090240,4270.657412742963
14417920,4062.531457940237
14745600,4254.884837930889
15073280,4246.46396051926
15400960,3701.7414283312687
15728640,4333.543745959407
16056320,3949.6591347133804
16384000,4382.35871328201
16711680,4453.342619935642
17039360,4311.470778478371
17367040,4518.608816811927
17694720,4541.474757590393
18022400,4611.573938491688
18350080,4324.670166117131
18677760,4653.617704550418
19005440,4667.358766543371
19333120,4330.0590274447695
19660800,4553.619957856836
19988480,4643.534962317047
20316160,4277.673440945281
20643840,4519.455033988519
20971520,4536.813979198583
21299200,4502.776564267197
21626880,4493.178700649717
21954560,4526.969921464671
22282240,4417.832397232895
22609920,4452.803411271928
22937600,5033.8091297076035
23265280,4627.836231952765
23592960,4375.171351065014
23920640,4565.214780358871
24248320,4585.523687237711
24576000,4667.474930487652
24903680,4783.116926551735
25231360,4467.25314068975
25559040,4852.524324961285
25886720,4795.116387814429
26214400,4491.21722797267
26542080,4739.457701210429
26869760,4642.05704764179
27197440,4794.335050216468
27525120,4882.7088763926995
27852800,4843.513231435997
28180480,4669.457954156764
28508160,4759.256276157031
28835840,4752.620707059413
29163520,4708.895209312166
29491200,4672.100250377661
29818880,4675.025995039994
30146560,4807.3030700593035
30474240,4934.119225782176
30801920,4868.496784088807
31129600,4936.152262511826
31457280,5142.34608251847
31784960,4697.017067252718
32112640,4421.212467648139
32440320,4937.232497896248
32768000,4995.469681076676
33095680,4661.288226644379
33423360,5058.091421907154
33751040,4671.9152810419655
34078720,4542.383645171533
34406400,4948.883161750477
34734080,4872.722151902494
35061760,4863.518273884875
35389440,4738.602627651605
35717120,4798.571419992119
36044800,4731.765634642689
36372480,5096.365657376483
36700160,4877.659377306178
37027840,5266.999714743758
37355520,5370.624150047589
37683200,4981.750339260067
38010880,5110.123040402402
38338560,5221.041180321753
38666240,5141.697177265871
38993920,5076.232797501102
39321600,4864.7172851536625
39649280,5006.507097952967
39976960,4633.073596051587
40304640,4840.436224270589
40632320,4824.68598815272
40960000,4721.827888255145
41287680,4911.741114905747
41615360,4905.4942940974925
41943040,5088.397318460012
42270720,5049.155736471867
42598400,5092.412380149463
42926080,4965.153323070547
43253760,4798.584077467182
43581440,4878.4728589236665
43909120,4964.444733290234
44236800,4901.978143862031
44564480,4925.007492474613
44892160,4908.259613174054
45219840,4962.289018409173
45547520,4990.678407127719
45875200,5171.651112729281
46202880,5152.2738855882
46530560,5065.311018337994
46858240,4952.136453411211
47185920,5147.424327181516
47513600,5207.220246081839
47841280,4974.846336404227
48168960,4639.004440807052
48496640,4873.863293630781
48824320,5222.708565936283
49152000,5301.899971730192
49479680,4829.08608344898
49807360,4806.407524880177
50135040,5241.4838449208
50462720,4726.9582759608775
50790400,5157.638990927237
51118080,4832.902024061145
51445760,4815.101233442579
51773440,5301.470860645714
52101120,5156.16349261738
52428800,4946.312426242967
52756480,5028.557568121853
53084160,4820.288839788259
53411840,4804.995959107255
53739520,4848.502067531377
54067200,5012.817575358263
54394880,4990.070866954827
54722560,4412.4123979882
55050240,5120.258872061564
55377920,5219.958257156378
55705600,4911.494371098912
56033280,5136.4014237547135
56360960,4834.017723580043
56688640,5385.608567548599
57016320,5252.106771037259
57344000,5145.476516854377
57671680,4895.270778438725
57999360,5053.766857948676
58327040,5240.124828801376
58654720,5306.780211459936
58982400,5055.771450922311
59310080,5261.211502929621
59637760,5287.43668380176
59965440,5321.891337486008
60293120,5247.702256612856
60620800,5399.642667877622
60948480,4964.730478506559
61276160,4883.118868024405
61603840,5081.476218180667
61931520,5018.595975401475
62259200,5005.664719745607
62586880,5028.626255895242
62914560,5165.38290798657
63242240,5037.684157298645
63569920,5318.24770316715
63897600,5164.701395356253
64225280,5261.9857125527815
64552960,4980.922452082255
64880640,4954.097277980579
65208320,5193.568383193004
65536000,5253.1525744280325
65863680,4649.6171021367
66191360,5197.7628099736185
66519040,4905.7367530374
66846720,5124.149105544077
67174400,4915.1718477565855
67502080,5189.713445788787
67829760,4986.259047679024
68157440,5460.658183344293
68485120,5157.628023767546
68812800,5091.280939809623
69140480,5073.353658981627
69468160,5214.447947321457
69795840,4703.320331474256
70123520,4785.303382735145
70451200,5010.583045955542
70778880,4994.137178499152
71106560,5172.304148860914
71434240,5075.839724630776
71761920,5309.015218752814
72089600,4782.279372173665
72417280,4905.221950831398
72744960,5249.205686687549
73072640,4810.006221158705
73400320,5268.268030679643
73728000,4894.156815330464
74055680,5069.338315534496
74383360,5274.308142536579
74711040,5482.104665410735
75038720,5218.241686544878
75366400,5010.683326586323
75694080,5279.625913107019
76021760,4727.88982568297
76349440,5433.159010434411
76677120,4601.65149619867
77004800,4935.1636947907855
77332480,4956.626616109658
77660160,5363.718932141611
77987840,5164.233124082408
78315520,5117.978360234217
78643200,5215.600238838266
78970880,5093.914485582375
79298560,5262.374601103843
79626240,5271.952466362409
79953920,4874.611591215703
80281600,5406.728714607104
80609280,5049.162232033948
80936960,5057.886453379761
81264640,5126.227568233359
81592320,5409.840855471698
81920000,5340.0084239146245
