iterations,run0
0,9.548978558020915
163840,21.42522696151086
327680,-28.36333133848156
491520,-32.132498322045535
655360,-35.48938408761439
819200,-4.562191121614702
983040,110.67328687085363
1146880,185.4809155596479
1310720,209.94341288479583
1474560,256.51670726909595
1638400,283.73070252416863
1802240,302.5171646391279
1966080,294.2991707971042
2129920,284.14463740083664
2293760,348.78201239721614
2457600,366.9212296325013
2621440,344.43632960961025
2785280,377.8338784842485
2949120,384.2086464688679
3112960,373.9120303190628
3276800,398.64122325838395
3440640,396.9225715122202
3604480,403.79121806468623
3768320,433.5492897210422
3932160,426.88565655349134
4096000,410.6655345782663
4259840,419.2590218545437
4423680,416.64780479561495
4587520,421.89089764646593
4751360,396.6408375588198
4915200,422.23429246596436
5079040,404.30718996438634
5242880,439.7277050987169
5406720,420.78872583564925
5570560,440.8012730127621
5734400,446.61467240624444
5898240,430.3654171539548
6062080,440.5875322064483
6225920,427.8379647727831
6389760,456.94287389735996
6553600,469.54973632845065
6717440,456.96995926606326
6881280,452.7170935633296
7045120,463.05234621942776
7208960,435.38421076471656
7372800,473.9769323789233
7536640,464.7926494550412
7700480,468.0995129202221
7864320,451.46742443604734
8028160,467.8922498162472
8192000,472.602715657795
8355840,450.1074305850799
8519680,468.1392667729605
8683520,475.16240432798
8847360,454.87334500213257
9011200,468.6990199977806
9175040,483.6970845449745
9338880,468.092467673189
9502720,455.699152674778
9666560,455.8678710030304
9830400,469.12620240948957
9994240,437.80606975558106
10158080,443.4697167980801
10321920,470.2878853800499
10485760,445.799879607732
10649600,479.33800288721636
10813440,466.55021921293604
10977280,460.2403186356608
11141120,472.9230316066363
11304960,479.95402936885625
11468800,471.9542714003333
11632640,456.41627506060394
11796480,437.16767333882257
11960320,454.40766571109504
12124160,475.63739655923104
12288000,443.33289922796547
12451840,472.3013919697781
12615680,443.16191844938527
12779520,476.4690369526708
12943360,467.0163357162141
13107200,456.07402335217773
13271040,456.08617439217363
13434880,479.72541985387556
13598720,454.5918350382497
13762560,471.49207677590425
13926400,450.7256095133208
14090240,481.11221114031144
14254080,484.5843136915674
14417920,480.4682403638633
14581760,490.266324911222
14745600,464.90481135376416
14909440,461.9288626303483
15073280,474.1193591900092
15237120,464.4717550920719
15400960,452.58535871973424
15564800,466.8873448702233
15728640,489.653921870916
15892480,472.9506441135015
16056320,476.2869560922183
16220160,481.1033570019551
16384000,482.43905398984424
16547840,464.0817714032582
16711680,498.8849478494975
16875520,457.1832568654576
17039360,475.0917336766961
17203200,485.9087121571741
17367040,496.9074228076086
17530880,488.2107020420134
17694720,483.3764068260429
17858560,473.32158646627613
18022400,504.4667919114987
18186240,485.573336526244
18350080,468.7896806576409
18513920,508.39844455742326
18677760,482.9850363093066
18841600,464.8778387116005
19005440,472.3297728836726
19169280,474.29305244079563
19333120,483.02492383463607
19496960,467.436943072525
19660800,450.9754094525544
19824640,485.2451206357103
19988480,465.8603314367246
20152320,469.97185837600176
20316160,459.72339697052917
20480000,461.73244997241574
20643840,479.31263485715306
20807680,468.6489941879196
20971520,480.3885063475467
21135360,455.32343518000476
21299200,435.01624373030785
21463040,469.12152864245957
21626880,458.8723063075431
21790720,450.7888498148107
21954560,486.7349536154955
22118400,456.7931861675707
22282240,471.2497172049917
22446080,461.24442730259744
22609920,475.1693479063398
22773760,465.2753013726994
22937600,432.791730305424
23101440,437.4417599732513
23265280,466.31398324803905
23429120,456.6858428984593
23592960,458.56622278771283
23756800,443.3756381942013
23920640,468.65446473645983
24084480,444.78699527851745
24248320,457.2833471925644
24412160,460.77643465148265
24576000,484.2664381750121
