iterations,run0
0,2.2381916409982383e-06
163840,4.209259353844915e-06
327680,0.0008282457614249139
491520,7.347020967990531
655360,10.567265875122953
819200,11.275190752109067
983040,26.43000185826431
1146880,30.97511776776026
1310720,39.82564209127769
1474560,51.621948930311426
1638400,56.53221384378464
1802240,51.48346590022142
1966080,66.9200871669785
2129920,64.54424691122681
2293760,68.11520774999242
2457600,74.27302366436199
2621440,60.5526675912176
2785280,91.55904106324664
2949120,73.35967689455578
3112960,87.94997958076927
3276800,85.67061574320954
3440640,87.61891393118587
3604480,79.81715105915514
3768320,91.08965506744246
3932160,88.62539790542239
4096000,79.94950203566306
4259840,93.4881724366626
4423680,87.25480638797596
4587520,105.07215595749511
4751360,89.30055164284607
4915200,102.72963212837718
5079040,92.72867138792319
5242880,109.85133662420156
5406720,88.9538928944036
5570560,105.87474947725133
5734400,109.6851321974665
5898240,108.40595537018196
6062080,102.90586856623943
6225920,101.96212995891575
6389760,111.66429541181361
6553600,117.16925623344869
6717440,110.46618419540184
6881280,108.57155006235021
7045120,110.59226102163147
7208960,104.4938960175405
7372800,119.26202508856859
7536640,96.18449713659241
7700480,130.99750771914083
7864320,115.36185301876525
8028160,118.93549199721953
8192000,116.87737132595679
8355840,121.71085014192614
8519680,130.2333375448521
8683520,135.5834867003061
8847360,125.67190415200035
9011200,139.51021456624622
9175040,131.25559669760423
9338880,105.64285916942063
9502720,111.3839990615745
9666560,117.25431688187658
9830400,103.74280597858154
9994240,113.97042890972698
10158080,111.24644398705655
10321920,131.788612614558
10485760,108.83781921156417
10649600,123.62739443808992
10813440,104.0786087084443
10977280,129.3035988805462
11141120,119.95541254056951
11304960,131.7031674141821
11468800,120.4001205181488
11632640,116.13202132201842
11796480,105.59423575755672
11960320,108.18088267786592
12124160,128.84194170478207
12288000,107.88912739913914
12451840,124.76900922328822
12615680,109.68322157015997
12779520,114.28409435113804
12943360,113.695461842966
13107200,121.74069730192895
13271040,127.20368394049346
13434880,131.81830192484242
13598720,111.2896756200959
13762560,127.92996274419919
13926400,116.94084183726757
14090240,131.61636951071088
14254080,131.4263184708317
14417920,151.24581416676438
14581760,137.5029105175092
14745600,126.09653110399707
14909440,125.8171288104236
15073280,130.6215954170486
15237120,129.5956388633316
15400960,120.8176806349438
15564800,136.39202417015468
15728640,143.3781648006297
15892480,135.95723534733796
16056320,134.63427706959234
16220160,154.30367970567562
16384000,129.8235024089142
16547840,136.98002532673345
16711680,137.16872119254523
16875520,126.897772361917
17039360,135.1260549712793
17203200,136.89022978810524
17367040,152.83517973392028
17530880,130.82210623365194
17694720,136.67709926452787
17858560,145.15723037426122
18022400,157.37842979606506
18186240,158.97875372401205
18350080,132.39114493949904
18513920,155.38767510458763
18677760,151.31878949736782
18841600,134.45459924181074
19005440,144.9388389839504
19169280,138.9751028823797
19333120,142.08000201892236
19496960,140.60347742836217
19660800,124.83230314598667
19824640,145.71210944855864
19988480,146.9779945517501
20152320,153.08886765567732
20316160,135.12093604866988
20480000,142.75152861137124
20643840,141.97863198126257
20807680,137.65593477046332
20971520,150.95918238332743
21135360,136.47992833913437
21299200,123.7644212873025
21463040,136.76143547886113
21626880,144.40045733913027
21790720,126.78011395515794
21954560,148.73474742090056
22118400,142.65534280741116
22282240,152.79033056886644
22446080,135.85704834574832
22609920,153.96115133139372
22773760,145.5240204022008
22937600,142.56703772133278
23101440,127.93526357321306
23265280,135.12682662888767
23429120,140.23839660214884
23592960,135.19833823732512
23756800,132.82630878238095
23920640,149.10955279561753
24084480,138.29029839914446
24248320,138.44264695519263
24412160,137.45764145465216
24576000,152.08820005912966
