timesteps,run0
0,-314.62598446732164
160000,-179.67969854982354
320000,-125.63118815174964
480000,-93.39164607405665
640000,-11.204388984398557
800000,42.64364430075294
960000,69.73059814806608
1120000,78.97884278151143
1280000,95.81255421619457
1440000,103.63480496754956
1600000,117.15620442881182
1760000,114.5783622801094
1920000,125.83612701396704
2080000,123.49821506099869
2240000,143.0824976209833
2400000,121.03611679434508
2560000,129.53454188033308
2720000,150.80708235212077
2880000,168.2324351969088
3040000,186.6422408508507
3200000,162.37242686894552
3360000,180.22681354760454
3520000,160.675527200882
3680000,174.76101685237015
3840000,167.0364224439785
4000000,191.8965524450834
4160000,173.02703335558314
4320000,187.58675814020233
4480000,210.03039152943464
4640000,198.51913775498434
4800000,198.22368058232024
4960000,183.7436244783566
5120000,167.17974850983902
5280000,215.03061857730543
5440000,200.60164272927167
5600000,191.07512707704123
5760000,177.17388845145305
5920000,197.49689587096333
6080000,212.67437927040646
6240000,175.9869267262041
6400000,247.1508851767152
6560000,202.52437046083887
6720000,218.58803933549123
6880000,204.06958803615876
7040000,256.57861744546454
7200000,195.3340081244831
7360000,243.17117026936185
7520000,231.0677993005666
7680000,228.47780985551853
7840000,246.47974442719786
8000000,230.7400046192529
8160000,240.46664946088498
8320000,238.6036724592441
8480000,255.20712263153612
8640000,233.45766447861052
8800000,257.2068610667105
8960000,224.0920542039187
9120000,234.80640793742057
9280000,287.8553869859633
9440000,257.4357885485752
9600000,220.3773498359765
9760000,276.1467157647211
9920000,242.73105454850486
10080000,254.67576946864546
10240000,293.8790703534495
10400000,180.30389899780948
10560000,259.84416026426226
10720000,250.0038673360394
10880000,281.4907098738948
11040000,217.19248209224705
11200000,288.49771890481486
11360000,225.60989055156946
11520000,295.4607961343343
11680000,288.5714041754285
11840000,268.6059750759261
12000000,262.34230749633656
12160000,281.7613993691876
12320000,236.49312341352186
12480000,271.064765012583
12640000,274.52366011655675
12800000,297.61045482977755
12960000,234.3938336099394
13120000,231.41895630606612
13280000,268.05626410546785
13440000,269.3944623379608
13600000,280.7689470335636
13760000,289.7651205427944
13920000,286.0723778871649
14080000,251.04062422957844
14240000,246.84443263239058
14400000,270.19863154294006
14560000,272.2851275088706
14720000,284.90236987284374
14880000,257.66779343470955
15040000,289.6461103931205
15200000,236.4315432950736
15360000,265.7724086441603
15520000,260.24110546074036
15680000,268.34988474185644
15840000,284.00659998423845
16000000,259.99470925399424
16160000,337.884276098527
16320000,254.69851856839196
