timesteps,run0
0,-313.5052763981121
163840,-96.87332756116696
327680,33.95257971710425
491520,101.59161621072958
655360,118.15183891937197
819200,143.55217318993294
983040,193.69533853180172
1146880,221.80642856432394
1310720,275.56263103944497
1474560,282.8759663718196
1638400,305.4301002085988
1802240,301.66259632326665
1966080,321.64419661349683
2129920,329.29202687436174
2293760,321.0853041637208
2457600,320.60403271261055
2621440,315.668892760911
2785280,325.9839892090547
2949120,366.8871878566817
3112960,323.4404540997791
3276800,344.6940038154478
3440640,336.82998848226714
3604480,367.79334194135885
3768320,353.8166654225406
3932160,399.5566289538674
4096000,366.7725252173705
4259840,352.5911133603102
4423680,312.7980666579433
4587520,388.27709029451813
4751360,354.25119429073953
4915200,400.00565393176964
5079040,355.17866990434936
5242880,366.16264954436417
5406720,339.20466537532025
5570560,361.1393482710198
5734400,333.5150821727521
5898240,369.35249117596317
6062080,399.33257788213035
6225920,322.0839681264796
6389760,338.2859671705622
6553600,357.73736436474144
6717440,378.7244704117051
6881280,336.9266113114483
7045120,357.69403178907424
7208960,435.48852106533593
7372800,353.8112212549412
7536640,400.9531026262041
7700480,362.7985361788066
7864320,398.0856309583117
8028160,338.0408845589251
8192000,346.2254353611274
8355840,352.7940793112773
8519680,364.9247595151925
8683520,341.1538099581787
8847360,353.08115950694236
9011200,404.0642402144521
9175040,354.60629083873556
9338880,328.5665038982121
9502720,366.52295992109964
9666560,352.1446706470716
9830400,386.8124132381459
9994240,362.20493664032693
10158080,373.5704516270477
10321920,378.33919608224215
10485760,418.37689180442544
10649600,374.11618000628215
10813440,384.69436433215327
10977280,349.4734733236259
11141120,341.1175900328922
11304960,373.7821804097454
11468800,363.4514226953184
11632640,377.0292351471383
11796480,348.33035569168936
11960320,368.8790315138442
12124160,368.47374858857586
12288000,349.69282546106564
12451840,347.4184416201775
12615680,371.1882652554506
12779520,403.5163976328655
12943360,386.8415843604871
13107200,356.21129511580756
13271040,367.2661143240095
13434880,328.85423070189574
13598720,325.5538696714972
13762560,369.0958349684693
13926400,376.3399627358389
14090240,337.38621737427223
14254080,361.8920919429548
14417920,347.1031312141697
14581760,371.45707627033437
14745600,361.72970803519155
14909440,334.08996898488044
15073280,344.2259604961073
15237120,365.86765749344187
15400960,391.06075957798373
15564800,376.6406520311694
15728640,374.2475446971681
15892480,371.5731149416127
16056320,412.8139768332438
16220160,371.0581792535609
16384000,366.9345740071245
