timesteps,run0
0,2.6736014814448468
163840,4.204721293195041
327680,1.414558283093042
491520,4.327423381009538
655360,6.898906523054772
819200,2.414199492054714
983040,0.0
1146880,4.437700600946874
1310720,1.5781263668708714
1474560,0.3749427464652942
1638400,1.4853239535835712
1802240,2.1174766507105405
1966080,6.081494943527512
2129920,3.192276222585486
2293760,2.8609375279558633
2457600,3.8915823222867663
2621440,3.83900301050871
2785280,2.2374095187519516
2949120,2.875558708064951
3112960,2.3731444320804704
3276800,2.3937176494174253
3440640,5.1318785000738725
3604480,4.12504292605222
3768320,0.4093720953398474
3932160,4.164753887652282
4096000,7.16179769359112
4259840,4.662638548177771
4423680,1.1959864465699765
4587520,4.989508680039228
4751360,7.071701797577352
4915200,8.349563509633894
5079040,0.8977136784623757
5242880,11.669460432301474
5406720,1.8339760435043384
5570560,2.0843929728145727
5734400,0.03620998469569937
5898240,3.968715554332126
6062080,7.517150794799619
6225920,11.365576028457996
6389760,4.6808576225362115
6553600,2.8419167314866813
6717440,3.4808313659832324
6881280,7.084171931877669
7045120,2.7880512409559546
7208960,3.56201700661435
7372800,3.696174248647965
7536640,12.14841238625984
7700480,9.075264923839883
7864320,5.580190457618782
8028160,1.4033102687167043
8192000,0.7823182823564591
8355840,8.567129973951786
8519680,11.478381122518508
8683520,6.345447827323736
8847360,5.295065208789411
9011200,5.307299965349901
9175040,2.318052823550542
9338880,9.645146413667714
9502720,10.189227645380827
9666560,13.965565658530743
9830400,11.775354792830244
9994240,8.933269881060532
10158080,6.014114571992644
10321920,9.28540729725419
10485760,3.9239038755024023
10649600,8.010661639301174
10813440,2.5514121274129544
10977280,6.00640520698464
11141120,8.86935032142094
11304960,9.846974333850062
11468800,8.859915995873955
11632640,14.130362455103418
11796480,12.04985605512694
11960320,5.574475217481083
12124160,7.445861752004925
12288000,11.958070468512732
12451840,4.847516781560596
12615680,12.525434302165118
12779520,18.781089460037684
12943360,8.914321361951256
13107200,5.6102564945314635
13271040,11.229963152554008
13434880,4.285728931547832
13598720,9.5799651146971
13762560,9.38145902363446
13926400,8.176003996251348
14090240,12.380901011850051
14254080,13.077277333616179
14417920,5.9167378270725965
14581760,8.455432016795168
14745600,11.874457219061131
14909440,5.203136504572228
15073280,8.290889061204517
15237120,17.454072387426724
15400960,9.000414377509404
15564800,8.98859161035536
15728640,11.174041902683008
15892480,6.894868602371154
16056320,10.369427845836578
16220160,7.206497268257237
16384000,7.922474938983045
16547840,13.418891188462851
16711680,11.174054774294692
16875520,4.707776818966694
17039360,12.137791073796622
17203200,10.941072129879691
17367040,10.517652635679756
17530880,8.906003105869168
17694720,8.373199223707486
17858560,6.501954856094202
18022400,11.88374539988099
18186240,15.276282823363989
18350080,13.208665294126122
18513920,8.494836248066866
18677760,8.781108480448362
18841600,18.392418876468064
19005440,4.648079983724144
19169280,4.253299929545792
19333120,10.64506684172277
19496960,13.453941489226372
19660800,10.913562236720704
19824640,11.983054717692577
19988480,14.116473287070495
20152320,11.198471311019592
20316160,11.124483935652188
20480000,10.27465579614279
20643840,8.288333370592005
20807680,13.351848775233407
20971520,8.589607463510037
21135360,8.164480395654488
21299200,8.077695961866889
21463040,16.125184572089132
21626880,6.109885517814034
21790720,7.111345774302472
21954560,13.087524486212462
22118400,10.787918957388085
22282240,12.61907961475848
22446080,11.680360385542835
22609920,8.08245979314268
22773760,12.542740430085313
22937600,24.522102285542235
23101440,8.53090661741866
23265280,13.362862919341612
23429120,18.486946676743592
23592960,9.341334640777275
23756800,23.004782400058005
23920640,6.674770910048071
24084480,6.497373307685138
24248320,4.125660061025166
24412160,15.496535263968331
24576000,8.672628316699202
