timesteps,run0
0,21.983598058401466
163840,82.46202978478735
327680,108.31101708485055
491520,116.95624123031106
655360,120.29725066427547
819200,126.49708309500893
983040,142.04593626546927
1146880,153.14773028394322
1310720,116.10068350977829
1474560,135.8538419656662
1638400,125.74538807759697
1802240,133.52897389054166
1966080,140.20502466092546
2129920,143.67603311162856
2293760,135.9186805236933
2457600,162.90123859441073
2621440,161.51814999147004
2785280,158.67169447210077
2949120,156.75233381533874
3112960,157.71519026639825
3276800,164.62679655138692
3440640,167.96286876647858
3604480,173.4024757938805
3768320,164.68643408498235
3932160,163.19256932386642
4096000,170.38100801841892
4259840,173.61311411402963
4423680,169.81072929091368
4587520,172.59609779584963
4751360,176.45796199232345
4915200,174.00152771713724
5079040,173.26907411072904
5242880,171.34125040245777
5406720,182.3404348815986
5570560,172.98483641393878
5734400,173.13473765705942
5898240,176.26854601100368
6062080,173.1307883839507
6225920,175.42061388946794
6389760,168.89488395543316
6553600,184.26189164068066
6717440,179.80660523657258
6881280,176.2438581577056
7045120,182.24311611629463
7208960,180.43959026609718
7372800,182.90385081712344
7536640,172.5803893900482
7700480,175.42632071976647
7864320,180.01444349194333
8028160,179.23307370903208
8192000,178.26373386554744
8355840,181.12561892122156
8519680,182.8631223160625
8683520,182.6570875931188
8847360,176.3156693191199
9011200,182.0297205781844
9175040,184.92934094214382
9338880,177.3913315201842
9502720,177.1032489924525
9666560,183.95272033318525
9830400,184.30109803594607
9994240,175.9056885041738
10158080,182.79605895653248
10321920,180.63132788574913
10485760,189.51483944715056
10649600,188.1793453247415
10813440,185.97397298688756
10977280,181.36541071538977
11141120,191.7427296246299
11304960,180.80902065020624
11468800,182.30545944956296
11632640,179.3486275432966
11796480,182.57175365219425
11960320,178.9292253026382
12124160,177.7728446418381
12288000,175.92014443877682
12451840,178.53297769958772
12615680,186.16750338057852
12779520,175.53329755812393
12943360,180.95664870775732
13107200,185.1522390831397
13271040,179.90206369829409
13434880,184.21839576127937
13598720,183.1499734593289
13762560,178.529500417705
13926400,178.36348538208134
14090240,179.73651416818527
14254080,183.1044638504004
14417920,185.60978382925745
14581760,179.4062128309326
14745600,181.43210805598065
14909440,174.65784627368507
15073280,178.34911863378187
15237120,176.53536203883314
15400960,188.21609564074808
15564800,184.72665161746312
15728640,185.24993475635043
15892480,182.46494876871085
16056320,179.59390669840096
16220160,180.14649581994243
16384000,184.2973722796142
16547840,186.05182868735633
16711680,177.64800586775516
16875520,189.98505894314954
17039360,179.36826241106084
17203200,182.60470261026032
17367040,180.3307419735446
17530880,183.78807760472657
17694720,181.2288678501613
17858560,188.47074201757442
18022400,181.18399200439404
18186240,184.4268731271117
18350080,183.29432787201492
18513920,182.0251648612909
18677760,186.40880366923435
18841600,183.92107331441062
19005440,182.60132493509664
19169280,182.4453742480878
19333120,182.23633608036292
19496960,180.9610300322643
19660800,178.15922005647533
19824640,177.03346740558405
19988480,180.6666326368408
